ID,Anio,Mes,Hora,TipoCalle,Calle,Comuna,pos x,pos y,Victima,Acusado,Rol,Sexo,Edad
2019-0065,2019,8,16,calle,barco centenera del,4,-58.4197085,-34.65414867,peaton,autobus,peaton,F,55
2019-0066,2019,8,21,avenida,riestra av.,7,-58.44187596,-34.64938031,peaton,auto,peaton,M,40
2019-0067,2019,8,15,calle,"castro, emilio av.",10,-58.49101637,-34.64276621,moto,de_carga,conductor,M,35
2019-0068,2019,8,17,avenida,27 de febrero av.,8,-58.42493829,-34.66256502,moto,moto,conductor,M,53
2019-0069,2019,8,5,avenida,"garay, juan de av.",4,-58.40489318,-34.62930162,moto,auto,conductor,M,43
2019-0070,2019,8,12,avenida,"scalabrini ortiz, raul av.",14,-58.4268668,-34.59217875,moto,bicicleta,conductor,M,25
2019-0071,2019,8,11,avenida,primera junta,9,-58.479611,-34.65620398,peaton,de_carga,peaton,M,24
2019-0072,2019,8,6,avenida,"alberdi, juan bautista av.",10,-58.47439934,-34.63524207,auto,auto,conductor,M,22
2019-0073,2019,8,1,avenida,alvarez thomas av.,15,-58.46711912,-34.57926018,auto,objeto fijo,conductor,M,29
2019-0074,2019,8,9,autopista,"lugones, leopoldo av.",13,-58.46514781,-34.53465378,moto,de_carga,conductor,M,35
2019-0075,2019,8,23,calle,san antonio,4,-58.37571078,-34.65584079,moto,autobus,conductor,M,31
2019-0076,2019,9,18,autopista,autopista 1 sur presidente arturo frondizi,4,-58.37157668,-34.65429986,moto,de_carga,conductor,F,29
2019-0077,2019,9,3,avenida,"figueroa alcorta, pres. av.",14,-58.39811256,-34.58070186,peaton,auto,peaton,F,28
2019-0078,2019,9,8,avenida,"einstein, alberto",4,-58.41125934,-34.6541774,peaton,de_carga,peaton,F,72
2019-0079,2019,9,5,calle,agrelo,5,-58.41822901,-34.61866836,moto,autobus,conductor,M,57
2019-0080,2019,9,18,gral paz,cabildo av.,13,-58.47617802,-34.53825652,peaton,moto,peaton,M,76
2019-0081,2019,9,16,avenida,elcano av.,15,-58.46141281,-34.58623761,peaton,autobus,peaton,M,67
2019-0082,2019,9,7,avenida,"rabanal, francisco, intendente av.",8,-58.42985146,-34.6611974,bicicleta,de_carga,ciclista,M,47
2019-0083,2019,9,8,calle,monte,9,-58.48457413,-34.6583909,auto,auto,conductor,M,73
2019-0084,2019,9,11,calle,tandil,7,-58.46572884,-34.63628186,bicicleta,de_carga,ciclista,F,40
2019-0085,2019,10,22,calle,cardoso,10,-58.49261744,-34.6341913,bicicleta,tren,ciclista,M,20
2019-0086,2019,10,14,avenida,corrientes av.,15,-58.45283186,-34.5884156,moto,autobus,conductor,M,29
2019-0087,2019,10,21,avenida,alvarez thomas av.,12,-58.47973681,-34.57418656,moto,moto,conductor,M,41
2019-0088,2019,10,20,avenida,"alcorta, amancio av.",4,-58.40623949,-34.65076549,peaton,autobus,peaton,M,27
2019-0089,2019,10,15,avenida,"brown, alte. av.",4,-58.36244648,-34.63107887,peaton,de_carga,peaton,F,92
2019-0090,2019,10,18,avenida,"alberdi, juan bautista av.",9,-58.49962423,-34.64868027,peaton,moto,peaton,M,67
2019-0091,2019,11,20,avenida,"justo, juan b. av.",15,-58.44551437,-34.59559816,peaton,autobus,peaton,M,35
2019-0092,2019,11,10,calle,"brin, ministro",4,-58.35608181,-34.63420319,peaton,autobus,peaton,M,37
2019-0093,2019,11,11,avenida,niza,11,-58.46483679,-34.60907662,bicicleta,emergencias,ciclista,M,16
2019-0094,2019,11,14,calle,camargo,15,-58.44368628,-34.59724326,moto,emergencias,pasajero_acompañante,F,24
2019-0095,2019,11,15,autopista,autopista 1 sur presidente arturo frondizi,1,-58.37864583,-34.62907067,moto,de_carga,conductor,M,24
2019-0096,2019,11,19,avenida,caseros av.,1,-58.37560352,-34.62726382,peaton,autobus,peaton,M,73
2019-0097,2019,11,8,autopista,autopista perito moreno,9,-58.47721439,-34.64815069,moto,multiple,pasajero_acompañante,F,23
2019-0098,2019,11,14,avenida,guzman,15,-58.45134029,-34.58984288,autobus,autobus,pasajero_acompañante,F,61
2019-0100,2019,12,17,avenida,de los constituyentes av.,12,-58.49040794,-34.58368803,moto,auto,conductor,M,38
2019-0101,2019,12,4,avenida,"moreno, perito av.",4,-58.42102679,-34.64991178,moto,moto,conductor,M,25
2019-0102,2019,12,14,calle,ibarrola,9,-58.52219407,-34.64143926,moto,auto,conductor,M,18
2019-0104,2019,12,4,avenida,rivadavia av.,10,-58.47460416,-34.63206174,moto,auto,pasajero_acompañante,F,23
2019-0105,2019,5,11,avenida,santo tome,10,-58.50512382,-34.61520391,peaton,auto,peaton,F,82
2020-0001,2020,1,10,calle,uriarte,15,-58.43910409,-34.59213355,peaton,auto,peaton,F,87
2020-0002,2020,1,20,avenida,saraza,7,-58.45019436,-34.64646409,moto,objeto fijo,conductor,M,36
2020-0003,2020,1,6,avenida,rivadavia av.,3,-58.39337644,-34.60927582,peaton,auto,peaton,M,44
2020-0004,2020,1,21,avenida,rodriguez peña,1,-58.39055614,-34.60919284,peaton,autobus,peaton,M,82
2020-0005,2020,1,6,avenida,24 de noviembre,3,-58.41036975,-34.62477021,moto,autobus,conductor,M,25
2020-0006,2020,1,12,avenida,lafuente av.,8,-58.44925765,-34.65412546,moto,de_carga,conductor,M,23
2020-0007,2020,1,0,calle,chile,1,-58.3815685,-34.61648696,peaton,moto,peaton,M,52
2020-0008,2020,1,7,avenida,cordoba av.,2,-58.40662899,-34.59804521,moto,de_carga,conductor,M,49
2020-0009,2020,2,14,calle,"peron, juan domingo, tte. general",5,-58.41985649,-34.6060085,peaton,auto,peaton,M,48
2020-0010,2020,2,5,avenida,9 de julio av.,1,-58.38099833,-34.62214953,moto,objeto fijo,conductor,M,24
2020-0011,2020,2,11,calle,colombres,5,-58.41803309,-34.61823178,moto,de_carga,conductor,M,31
2020-0012,2020,2,21,calle,mexico,3,-58.40604003,-34.61783553,peaton,moto,peaton,F,66
2020-0013,2020,2,12,avenida,combatientes de malvinas av.,15,-58.47549929,-34.57994061,peaton,moto,peaton,F,58
2020-0014,2020,2,2,calle,bermudez,11,-58.51398484,-34.61600366,moto,autobus,conductor,M,24
2020-0015,2020,2,14,avenida,brasil av.,1,-58.36797542,-34.62519403,moto,autobus,conductor,M,29
2020-0016,2020,2,13,avenida,"alem, leandro n. av.",1,-58.37133616,-34.59879316,peaton,autobus,peaton,M,68
2020-0017,2020,3,23,avenida,belgrano av.,3,-58.39613805,-34.61413568,peaton,auto,peaton,M,24
2020-0018,2020,3,14,avenida,"udaondo, guillermo av.",13,-58.44903073,-34.54200276,moto,objeto fijo,conductor,M,31
2020-0019,2020,3,21,calle,constitucion,5,-58.41972364,-34.6284667,peaton,auto,peaton,F,80
2020-0020,2020,3,17,avenida,pueyrredon av.,3,-58.40571596,-34.60557123,peaton,moto,peaton,F,74
2020-0021,2020,3,16,calle,"bravo, mario",2,-58.4145159,-34.59488319,peaton,auto,peaton,F,87
2020-0022,2020,4,6,autopista,autopista dellepiane luis tte. gral.,9,-58.47297505,-34.66245085,auto,de_carga,pasajero_acompañante,M,44
2020-0023,2020,4,18,avenida,"araoz de lamadrid, gregorio, gral.",4,-58.35791192,-34.63695178,auto,de_carga,conductor,M,44
2020-0024,2020,4,7,calle,murguiondo,9,-58.50801713,-34.65177305,auto,auto,conductor,M,53
2020-0025,2020,5,5,avenida,rivadavia av.,3,-58.40258477,-34.60975108,peaton,auto,peaton,M,24
2020-0027,2020,5,8,avenida,"dellepiane, luis, tte. gral.",8,-58.48267426,-34.68454456,peaton,de_carga,peaton,M,76
2020-0028,2020,5,10,avenida,"scalabrini ortiz, raul av.",15,-58.44248936,-34.60221948,peaton,autobus,peaton,M,91
2020-0029,2020,6,14,gral paz,"paz, gral. av.",9,-58.52909134,-34.63886726,peaton,autobus,peaton,M,80
2020-0030,2020,6,15,avenida,san martin av.,6,-58.45158942,-34.6064658,moto,multiple,conductor,M,40
2020-0031,2020,6,8,avenida,"garzon, eugenio, gral. av.",9,-58.49344309,-34.65788529,moto,de_carga,conductor,M,29
2020-0032,2020,7,23,avenida,corrientes av.,15,-58.44259166,-34.59635137,moto,auto,conductor,M,21
2020-0033,2020,7,6,gral paz,"paz, gral. av.",13,-58.46743471,-34.53476874,auto,objeto fijo,conductor,M,32
2020-0034,2020,8,3,calle,"mitre, bartolome",3,-58.41178158,-34.60922259,peaton,auto,peaton,F,24
2020-0035,2020,8,5,autopista,autopista 25 de mayo,7,-58.45068621,-34.63638927,moto,autobus,conductor,M,40
2020-0036,2020,8,18,avenida,"scalabrini ortiz, raul av.",14,-58.42016954,-34.5877879,peaton,moto,peaton,M,72
2020-0037,2020,8,4,avenida,"fernandez de la cruz, f., gral. av.",8,-58.43850413,-34.65554754,peaton,auto,peaton,M,38
2020-0038,2020,8,4,avenida,las heras general av.,14,-58.40617526,-34.58345898,auto,auto,conductor,M,46
2020-0038,2020,8,4,avenida,las heras general av.,14,-58.40617526,-34.58345898,auto,auto,conductor,M,64
2020-0040,2020,9,3,avenida,"castillo, ramon s., pres. av.",2,-58.38526125,-34.5780581,auto,objeto fijo,conductor,M,24
2020-0041,2020,9,1,avenida,curapaligue av.,7,-58.4475047,-34.63491705,moto,autobus,conductor,M,34
2020-0042,2020,9,17,avenida,"diaz, ana",8,-58.46745752,-34.68192648,peaton,autobus,peaton,F,53
2020-0043,2020,9,17,avenida,"alem, leandro n. av.",1,-58.37202621,-34.59717942,peaton,autobus,peaton,M,64
2020-0044,2020,10,0,avenida,la plata av.,6,-58.42779702,-34.62207347,auto,auto,conductor,M,43
2020-0045,2020,10,3,gral paz,"paz, gral. av.",8,-58.46244952,-34.70524971,auto,de_carga,conductor,M,50
2020-0046,2020,10,21,avenida,nazca av.,11,-58.4844016,-34.60776782,moto,moto,conductor,M,41
2020-0047,2020,10,14,autopista,autopista presidente héctor j. cámpora,9,-58.46668375,-34.65174801,peaton,de_carga,peaton,M,15
2020-0048,2020,10,20,avenida,dorrego av.,15,-58.4495878,-34.59322448,moto,objeto fijo,conductor,M,41
2020-0049,2020,10,20,avenida,del libertador av.,1,-58.37533517,-34.59276462,peaton,auto,peaton,M,36
2020-0050,2020,11,22,avenida,santa fe av.,14,-58.42525456,-34.57866344,peaton,moto,peaton,F,28
2020-0051,2020,11,0,avenida,avellaneda av.,10,-58.48493828,-34.62981124,moto,auto,conductor,M,49
2020-0052,2020,11,6,avenida,tucuman,3,-58.40480504,-34.60183884,bicicleta,de_carga,ciclista,M,44
2020-0053,2020,11,3,avenida,"alcorta, amancio av.",4,-58.41125934,-34.6541774,auto,auto,pasajero_acompañante,M,27
2020-0054,2020,11,9,calle,inclan,4,-58.39956546,-34.6297708,bicicleta,auto,ciclista,M,59
2020-0055,2020,11,12,avenida,olazabal av.,12,-58.49005682,-34.5786897,peaton,de_carga,peaton,M,91
2020-0056,2020,11,13,gral paz,"paz, gral. av.",8,-58.47064556,-34.69843756,moto,de_carga,conductor,F,34
2020-0057,2020,11,7,avenida,nazca av.,11,-58.4750156,-34.61945902,peaton,auto,peaton,M,84
2020-0058,2020,11,16,avenida,olivera av.,10,-58.48727942,-34.63652467,peaton,auto,peaton,M,57
2020-0059,2020,12,6,calle,brasil,1,-58.3795169,-34.62794241,peaton,autobus,peaton,F,49
2020-0060,2020,12,20,avenida,homero,9,-58.47750832,-34.65672199,peaton,moto,peaton,F,69
2020-0061,2020,12,14,autopista,"cantilo, int.",13,-58.44927253,-34.54048625,moto,de_carga,conductor,M,45
2020-0062,2020,12,17,calle,moreno,3,-58.39246272,-34.61253541,bicicleta,autobus,ciclista,M,47
2020-0063,2020,12,7,calle,nueva york,11,-58.52783814,-34.61047001,peaton,moto,peaton,M,38
2020-0063,2020,12,7,calle,nueva york,11,-58.52783814,-34.61047001,peaton,moto,pasajero_acompañante,M,21
2020-0065,2020,12,16,gral paz,"paz, gral. av.",12,-58.49332664,-34.54836855,moto,auto,conductor,M,24
2020-0066,2020,12,4,autopista,autopista perito moreno,10,-58.50178784,-34.63593897,moto,objeto fijo,conductor,M,27
2020-0067,2020,12,22,avenida,saenz av.,4,-58.41657793,-34.65476216,peaton,autobus,peaton,M,51
2020-0068,2020,12,20,avenida,del libertador av.,2,-58.39731474,-34.58307887,moto,auto,conductor,M,71
2020-0069,2020,12,5,avenida,independencia av.,1,-58.38746381,-34.61790839,moto,autobus,pasajero_acompañante,M,25
2020-0070,2020,12,15,avenida,callao av.,2,-58.39189441,-34.59176378,peaton,autobus,peaton,F,81
2020-0071,2020,12,23,avenida,san pedrito av.,7,-58.46749188,-34.63551751,peaton,auto,peaton,M,4
2020-0072,2020,12,3,avenida,jujuy av.,3,-58.40280471,-34.62113271,bicicleta,auto,ciclista,M,42
2020-0073,2020,12,7,avenida,27 de febrero av.,8,-58.44451316,-34.68475866,moto,objeto fijo,conductor,M,56
2020-0074,2020,12,21,avenida,bogota,7,-58.47110424,-34.62742408,auto,auto,conductor,M,39
2020-0075,2020,12,14,avenida,corrientes av.,1,-58.38220928,-34.60373898,peaton,autobus,peaton,M,23
2020-0076,2020,12,12,avenida,alvarez jonte av.,10,-58.49794468,-34.61565025,auto,autobus,conductor,F,78
2020-0077,2020,12,6,avenida,san martin av.,15,-58.47220945,-34.60111373,moto,auto,conductor,F,30
2020-0077,2020,12,6,avenida,san martin av.,15,-58.47220945,-34.60111373,moto,auto,pasajero_acompañante,F,24
2020-0078,2020,12,5,calle,barco centenera del,7,-58.43706741,-34.63217813,bicicleta,autobus,ciclista,M,26
2020-0079,2020,12,4,gral paz,"paz, gral. av.",12,-58.49332664,-34.54836855,moto,objeto fijo,conductor,M,28
2021-0001,2021,1,18,autopista,autopista 1 sur presidente arturo frondizi,1,-58.37960727,-34.62622851,moto,auto,conductor,M,36
2021-0002,2021,1,10,avenida,"castro, emilio av.",9,-58.51061062,-34.64972472,moto,de_carga,conductor,F,47
2021-0003,2021,1,7,autopista,autopista 25 de mayo,7,-58.43052224,-34.62941648,moto,objeto fijo,conductor,M,27
2021-0004,2021,1,9,avenida,caseros av.,5,-58.41455544,-34.63866836,peaton,de_carga,peaton,F,61
2021-0005,2021,1,21,avenida,"peron, eva av.",9,-58.46774439,-34.64730145,peaton,auto,peaton,M,73
2021-0006,2021,1,21,autopista,autopista arturo illia,14,-58.40786274,-34.56726817,moto,de_carga,pasajero_acompañante,F,23
2021-0007,2021,1,10,avenida,de los constituyentes av.,15,-58.48744301,-34.58622275,moto,moto,conductor,M,84
2021-0008,2021,1,23,avenida,saenz av.,4,-58.41657793,-34.65476216,peaton,autobus,peaton,M,28
2021-0009,2021,1,5,avenida,paysandu,6,-58.45351111,-34.61134937,moto,objeto fijo,conductor,M,31
2021-0010,2021,1,8,gral paz,"paz, gral. av.",12,-58.5007381,-34.5497951,moto,auto,conductor,M,28
2021-0011,2021,1,1,avenida,santa fe av.,2,-58.39144148,-34.59564871,peaton,auto,peaton,M,21
2021-0012,2021,1,20,autopista,"dellepiane, luis, tte. gral.",8,-58.48191128,-34.68385968,peaton,auto,peaton,M,24
2021-0013,2021,1,6,avenida,"falcon, ramon l.,cnel.",10,-58.48727942,-34.63652467,moto,objeto fijo,conductor,M,41
2021-0014,2021,2,0,avenida,san martin av.,15,-58.48328708,-34.59779521,peaton,auto,peaton,M,28
2021-0015,2021,2,3,avenida,san martin av.,15,-58.49018543,-34.5972499,moto,objeto fijo,conductor,M,26
2021-0016,2021,2,5,avenida,"fernandez de la cruz, f., gral. av.",8,-58.47230127,-34.68482689,auto,objeto fijo,conductor,M,22
2021-0017,2021,2,4,avenida,salta,1,-58.38262614,-34.63168269,moto,autobus,conductor,M,33
2021-0018,2021,2,19,calle,"jaures, jean",3,-58.41047268,-34.60793518,peaton,auto,peaton,M,36
2021-0019,2021,2,1,avenida,triunvirato av.,12,-58.49659234,-34.56353635,moto,objeto fijo,conductor,M,30
2021-0020,2021,2,15,calle,potosi,5,-58.42462955,-34.60727189,peaton,de_carga,peaton,F,24
2021-0021,2021,2,5,calle,"yrigoyen, hipolito",3,-58.41168345,-34.61185625,moto,objeto fijo,conductor,M,39
2021-0024,2021,3,16,avenida,"peron, eva av.",9,-58.49573651,-34.67006054,bicicleta,de_carga,ciclista,M,5
2021-0025,2021,3,3,gral paz,"paz, gral. av.",8,-58.48695354,-34.68795245,moto,emergencias,conductor,M,37
2021-0026,2021,3,2,autopista,autopista 1 sur presidente arturo frondizi,4,-58.37562539,-34.64449357,moto,objeto fijo,conductor,M,36
2021-0027,2021,3,15,gral paz,"paz, gral. av.",12,-58.49491054,-34.54795581,moto,de_carga,conductor,F,19
2021-0028,2021,3,17,avenida,corea av.,7,-58.44147621,-34.64357704,peaton,autobus,peaton,M,24
2021-0029,2021,3,18,avenida,"falcon, ramon l.,cnel.",7,-58.46899119,-34.63215432,auto,auto,conductor,M,26
2021-0030,2021,4,18,calle,finochietto enrique dr.,4,-58.38685612,-34.63455776,peaton,autobus,peaton,M,36
2021-0031,2021,4,10,avenida,9 de julio av.,1,-58.38113667,-34.61765323,peaton,de_carga,peaton,F,68
2021-0032,2021,4,19,autopista,"cantilo, int.",13,-58.44112678,-34.54538956,peaton,moto,peaton,M,60
2021-0033,2021,4,17,autopista,autopista 25 de mayo,5,-58.41595919,-34.62743346,auto,objeto fijo,conductor,M,33
2021-0034,2021,4,14,avenida,"alcorta, amancio av.",4,-58.40184094,-34.64546845,moto,de_carga,pasajero_acompañante,F,26
2021-0035,2021,5,9,avenida,"janer, ana maria",8,-58.44642231,-34.65679806,moto,de_carga,conductor,M,24
2021-0036,2021,5,6,gral paz,"paz, gral. av.",11,-58.52340614,-34.59798754,moto,objeto fijo,conductor,M,36
2021-0037,2021,5,7,avenida,monroe,13,-58.46649069,-34.56219075,peaton,autobus,peaton,F,58
2021-0038,2021,5,11,avenida,"justo, juan b. av.",14,-58.42653328,-34.57816791,moto,de_carga,conductor,F,44
2021-0039,2021,5,12,avenida,oliden,9,-58.50407099,-34.65303372,bicicleta,auto,ciclista,M,86
2021-0040,2021,5,5,gral paz,"paz, gral. av.",13,-58.46743471,-34.53476874,moto,auto,conductor,M,27
2021-0041,2021,5,8,avenida,del libertador av.,14,-58.40986646,-34.5772806,peaton,autobus,peaton,M,75
2021-0042,2021,5,5,avenida,rivadavia av.,9,-58.51739138,-34.63931792,peaton,autobus,peaton,M,39
2021-0043,2021,5,18,avenida,"alberdi, juan bautista av.",9,-58.50719962,-34.65556223,peaton,auto,peaton,M,50
2021-0044,2021,5,2,avenida,"peron, eva av.",9,-58.46712311,-34.64600222,moto,objeto fijo,pasajero_acompañante,M,21
2021-0045,2021,5,17,autopista,autopista 1 sur presidente arturo frondizi,4,-58.37709334,-34.64035082,moto,multiple,conductor,M,22
2021-0046,2021,5,2,avenida,elcano av.,15,-58.46033141,-34.58569883,auto,objeto fijo,pasajero_acompañante,M,20
2021-0047,2021,6,16,avenida,"vedia, agustin de",4,-58.42190745,-34.65633192,moto,auto,conductor,M,59
2021-0048,2021,6,9,avenida,capdevila,12,-58.49026573,-34.5698141,bicicleta,auto,ciclista,M,44
2021-0049,2021,6,20,avenida,"fernandez de la cruz, f., gral. av.",8,-58.45410344,-34.66902702,auto,auto,conductor,M,74
2021-0050,2021,6,13,avenida,del libertador av.,13,-58.44751621,-34.55719892,moto,autobus,conductor,M,56
2021-0051,2021,6,19,avenida,27 de febrero av.,4,-58.42040352,-34.66005171,peaton,de_carga,peaton,M,73
2021-0052,2021,6,5,gral paz,"paz, gral. av.",8,-58.49530249,-34.68010798,moto,objeto fijo,pasajero_acompañante,F,19
2021-0053,2021,6,12,avenida,corrientes av.,15,-58.44399875,-34.5947736,peaton,bicicleta,peaton,M,58
2021-0054,2021,6,14,calle,tabare,4,-58.42759813,-34.65463857,moto,de_carga,conductor,M,41
2021-0055,2021,6,12,avenida,corrientes av.,3,-58.40547222,-34.60456293,moto,de_carga,pasajero_acompañante,M,47
2021-0056,2021,7,23,avenida,corrales,4,-58.42473018,-34.6500828,bicicleta,auto,ciclista,M,60
2021-0057,2021,7,23,autopista,autopista arturo illia,2,-58.39257023,-34.57563957,auto,objeto fijo,conductor,M,46
2021-0058,2021,7,0,gral paz,"paz, gral. av.",12,-58.48941042,-34.54596153,peaton,auto,peaton,M,24
2021-0059,2021,7,1,avenida,"garay, juan de av.",3,-58.3964074,-34.62783085,auto,objeto fijo,pasajero_acompañante,F,44
2021-0060,2021,7,12,avenida,"salguero, jeronimo",5,-58.41971993,-34.6111224,peaton,autobus,peaton,F,80
2021-0061,2021,7,9,avenida,"moreno, perito av.",4,-58.40544588,-34.65012801,peaton,de_carga,peaton,F,55
2021-0062,2021,7,7,avenida,la plata av.,4,-58.42003882,-34.64645957,auto,de_carga,conductor,M,73
2021-0063,2021,8,4,avenida,"alberdi, juan bautista av.",7,-58.46851293,-34.63348678,auto,auto,pasajero_acompañante,F,31
2021-0064,2021,8,20,gral paz,"paz, gral. av.",9,-58.52931141,-34.65422917,peaton,de_carga,peaton,M,37
2021-0065,2021,8,8,avenida,san juan av.,6,-58.42675754,-34.6269973,peaton,autobus,peaton,F,63
2021-0066,2021,8,20,avenida,lope de vega av.,11,-58.52933723,-34.61098186,peaton,autobus,peaton,M,59
2021-0067,2021,8,9,autopista,autopista 1 sur presidente arturo frondizi,1,-58.37910943,-34.62764718,moto,objeto fijo,conductor,M,27
2021-0068,2021,8,6,avenida,"beiro, francisco av.",11,-58.52161176,-34.61164474,moto,objeto fijo,conductor,M,39
2021-0069,2021,8,17,avenida,santa fe av.,14,-58.41354692,-34.5869768,peaton,auto,peaton,M,17
2021-0070,2021,8,8,avenida,"chilavert, martiniano, coronel",8,-58.43960781,-34.65470804,moto,de_carga,conductor,M,31
2021-0071,2021,8,16,calle,san luis,3,-58.4045461,-34.60003693,peaton,moto,peaton,M,88
2021-0072,2021,9,19,avenida,callao av.,2,-58.39303911,-34.59871111,peaton,auto,peaton,F,57
2021-0073,2021,9,12,avenida,del libertador av.,2,-58.39391034,-34.58405348,bicicleta,auto,ciclista,F,76
2021-0074,2021,9,15,gral paz,"paz, gral. av.",12,-58.5007381,-34.5497951,moto,multiple,conductor,M,55
2021-0075,2021,9,14,calle,salta,1,-58.38281301,-34.62786038,peaton,de_carga,peaton,M,65
2021-0076,2021,10,6,avenida,"moreno, perito av.",7,-58.43980799,-34.65094083,moto,objeto fijo,conductor,M,31
2021-0077,2021,10,7,avenida,directorio av.,6,-58.44402387,-34.62933109,moto,de_carga,conductor,F,31
2021-0078,2021,10,6,avenida,independencia av.,6,-58.42779702,-34.62207347,moto,autobus,conductor,M,22
2021-0079,2021,10,3,calle,tucuman,3,-58.40944147,-34.60097942,peaton,auto,peaton,M,24
2021-0080,2021,10,16,avenida,arenales,1,-58.38277479,-34.5943016,moto,auto,conductor,M,32
2021-0081,2021,11,13,autopista,autopista 1 sur presidente arturo frondizi,4,-58.37627355,-34.63800916,moto,de_carga,conductor,M,26
2021-0082,2021,11,4,autopista,autopista 25 de mayo,3,-58.39591856,-34.62453459,moto,auto,conductor,M,38
2021-0083,2021,11,0,avenida,cabildo av.,13,-58.45829717,-34.56015762,moto,auto,conductor,M,30
2021-0084,2021,11,3,avenida,tapalque,9,-58.49142611,-34.64584795,auto,objeto fijo,conductor,M,32
2021-0085,2021,11,18,gral paz,"paz, gral. av.",12,-58.51271409,-34.57786555,moto,objeto fijo,conductor,M,49
2021-0086,2021,11,10,avenida,rivadavia av.,6,-58.44864864,-34.62352826,peaton,autobus,peaton,M,75
2021-0087,2021,11,11,calle,esmeralda,1,-58.37795815,-34.59167894,peaton,bicicleta,peaton,F,73
2021-0088,2021,12,15,calle,monroe,13,-58.45531707,-34.55555257,moto,auto,conductor,M,45
2021-0089,2021,12,1,avenida,gaona av.,11,-58.47633683,-34.62140594,moto,auto,conductor,M,41
2021-0090,2021,12,11,avenida,9 de julio av.,1,-58.38188582,-34.60256036,peaton,autobus,peaton,M,73
2021-0091,2021,12,23,calle,baigorria,10,-58.51989389,-34.62284918,moto,auto,conductor,M,24
2021-0092,2021,12,6,avenida,rivadavia av.,3,-58.4059686,-34.61011987,peaton,auto,peaton,F,50
2021-0093,2021,12,17,avenida,riestra av.,7,-58.43353773,-34.64561636,moto,auto,pasajero_acompañante,F,18
2021-0094,2021,12,1,autopista,"dellepiane, luis, tte. gral.",9,-58.46739825,-34.65117757,moto,auto,pasajero_acompañante,F,43
2021-0095,2021,12,0,avenida,gaona av.,11,-58.47293407,-34.61984745,moto,de_carga,conductor,M,27
2021-0096,2021,12,10,avenida,"peron, eva av.",9,-58.47066794,-34.65021673,auto,de_carga,conductor,M,60
2021-0097,2021,11,6,calle,padre carlos mujica,1,-58.37976155,-34.58679619,bicicleta,auto,ciclista,M,53
