ID,Anio,Mes,Hora,TipoCalle,Calle,Comuna,pos x,pos y,Victima,Acusado,Rol,Sexo,Edad
2017-0120,2017,10,15,autopista,autopista dellepiane luis tte. gral.,9,-58.47297505,-34.66245085,moto,de_carga,conductor,M,20
2017-0123,2017,10,1,avenida,albariño,8,-58.46855503,-34.67216349,peaton,auto,peaton,F,36
2017-0124,2017,10,14,calle,"ramirez de velasco, juan",15,-58.44254033,-34.59185043,moto,autobus,conductor,M,51
2017-0125,2017,10,6,avenida,"fernandez de la cruz, f., gral. av.",8,-58.46622247,-34.67926929,moto,objeto fijo,conductor,M,29
2017-0126,2017,10,6,avenida,riestra av.,8,-58.48003734,-34.68148508,auto,objeto fijo,pasajero_acompañante,M,39
2017-0126,2017,10,6,avenida,riestra av.,8,-58.48003734,-34.68148508,auto,objeto fijo,conductor,M,36
2017-0127,2017,10,7,avenida,gallo,2,-58.41192137,-34.59800248,moto,moto,pasajero_acompañante,M,24
2017-0128,2017,10,12,calle,"aranguren, juan f., dr.",6,-58.44034689,-34.61349731,peaton,autobus,peaton,F,60
2017-0129,2017,10,19,autopista,autopista perito moreno,9,-58.47155277,-34.64925746,moto,autobus,conductor,M,57
2017-0130,2017,10,5,avenida,chorroarin,15,-58.47883099,-34.59967065,auto,de_carga,conductor,M,23
2017-0132,2017,10,14,avenida,cosquin,8,-58.46552171,-34.6937413,moto,autobus,conductor,M,23
2017-0134,2017,11,18,avenida,"roca, cnel. av.",8,-58.4423972,-34.66777987,peaton,autobus,peaton,F,47
2017-0135,2017,11,12,avenida,warnes av.,15,-58.47032551,-34.59626814,moto,de_carga,conductor,M,24
2017-0136,2017,11,8,avenida,barco centenera del,4,-58.41827843,-34.65522746,peaton,autobus,peaton,M,55
2017-0137,2017,11,11,avenida,mosconi general av.,11,-58.51280715,-34.59279388,peaton,de_carga,peaton,F,60
2017-0138,2017,11,10,avenida,lafuente av.,7,-58.46258582,-34.64385704,moto,objeto fijo,pasajero_acompañante,M,25
2017-0139,2017,11,22,avenida,"roca, cnel. av.",8,-58.45064148,-34.68003614,auto,objeto fijo,pasajero_acompañante,F,15
2017-0141,2017,11,19,avenida,la plata av.,6,-58.42717783,-34.62513374,peaton,autobus,peaton,F,22
2017-0143,2017,11,21,calle,"trelles, manuel r.",11,-58.46442001,-34.60724519,auto,autobus,conductor,M,50
2017-0144,2017,11,6,gral paz,"roca, cnel. av.",8,-58.47064556,-34.69843756,auto,objeto fijo,pasajero_acompañante,F,50
2017-0145,2017,11,17,calle,maza,5,-58.41677733,-34.61223119,moto,auto,conductor,M,58
2017-0147,2017,11,11,gral paz,"paz, gral. av.",9,-58.5025179,-34.67450313,moto,auto,conductor,M,49
2017-0148,2017,11,10,avenida,san juan av.,3,-58.40708125,-34.62438894,peaton,autobus,peaton,F,82
2017-0149,2017,11,12,avenida,paseo colon av.,1,-58.36947198,-34.61477051,peaton,autobus,peaton,M,13
2017-0150,2017,12,1,avenida,rivadavia av.,9,-58.51140889,-34.63934531,peaton,auto,peaton,M,56
2017-0151,2017,12,2,calle,vieytes,4,-58.37460912,-34.65559133,peaton,autobus,peaton,M,24
2017-0152,2017,12,17,calle,cachi,4,-58.41146277,-34.65073916,bicicleta,autobus,ciclista,M,19
2017-0153,2017,12,2,avenida,rosario,6,-58.42855267,-34.61829385,moto,autobus,pasajero_acompañante,M,24
2017-0153,2017,12,2,avenida,rosario,6,-58.42855267,-34.61829385,moto,autobus,conductor,M,30
2017-0154,2017,12,9,avenida,entre rios av.,4,-58.39035581,-34.63412287,peaton,autobus,peaton,M,76
2017-0157,2017,12,9,gral paz,"paz, gral. av.",9,-58.52866211,-34.64597065,auto,autobus,conductor,M,53
2017-0158,2017,12,21,gral paz,gualeguaychu,11,-58.52037476,-34.59407024,moto,auto,conductor,M,32
2017-0159,2017,12,4,avenida,independencia av.,1,-58.38896772,-34.61799615,moto,auto,conductor,M,27
2017-0160,2017,12,13,avenida,nazca av.,7,-58.47074114,-34.62771756,peaton,moto,peaton,F,30
2017-0161,2017,12,15,avenida,"peron, eva av.",9,-58.48200819,-34.65969965,peaton,auto,peaton,F,30
2018-0001,2018,1,22,avenida,san juan av.,3,-58.39536773,-34.62297346,peaton,moto,peaton,M,83
2018-0002,2018,1,16,calle,peru,1,-58.37456088,-34.61895467,bicicleta,autobus,ciclista,F,26
2018-0003,2018,1,10,avenida,"pueyrredon, honorio, dr. av.",15,-58.44860217,-34.60395657,peaton,multiple,peaton,F,58
2018-0004,2018,1,9,avenida,del libertador av.,13,-58.46129513,-34.54332766,moto,multiple,conductor,M,39
2018-0005,2018,1,22,avenida,paseo colon av.,1,-58.36907201,-34.61953517,peaton,autobus,peaton,M,54
2018-0006,2018,1,21,calle,valle,6,-58.44062219,-34.62499107,bicicleta,autobus,ciclista,F,45
2018-0007,2018,1,2,autopista,autopista perito moreno,9,-58.52502765,-34.63601265,auto,auto,conductor,M,46
2018-0008,2018,1,17,avenida,"huergo, ing. av.",1,-58.36659655,-34.61687778,moto,de_carga,conductor,F,32
2018-0009,2018,1,2,avenida,pilcomayo,4,-58.36737389,-34.62763661,moto,moto,conductor,M,19
2018-0010,2018,1,5,calle,cervantes,10,-58.49807953,-34.63038658,moto,de_carga,conductor,M,40
2018-0011,2018,1,10,avenida,callao av.,2,-58.39092703,-34.59088447,peaton,autobus,peaton,M,84
2018-0012,2018,1,13,calle,oliden,8,-58.46912006,-34.68049201,moto,autobus,conductor,M,20
2018-0013,2018,1,8,avenida,congreso av.,12,-58.48661286,-34.56786129,moto,auto,conductor,M,44
2018-0014,2018,1,20,avenida,"moreno, perito av.",7,-58.44074927,-34.65080597,peaton,moto,peaton,M,24
2018-0015,2018,2,1,avenida,australia av.,4,-58.38636298,-34.64684275,moto,autobus,conductor,M,28
2018-0015,2018,2,1,avenida,australia av.,4,-58.38636298,-34.64684275,moto,autobus,pasajero_acompañante,M,19
2018-0016,2018,2,10,avenida,del libertador av.,1,-58.37533517,-34.59276462,moto,de_carga,conductor,M,31
2018-0017,2018,2,4,avenida,san pedrito av.,7,-58.46963952,-34.63070603,peaton,auto,peaton,M,35
2018-0018,2018,2,7,calle,isabel la catolica,4,-58.37207554,-34.64543658,moto,de_carga,conductor,M,26
2018-0019,2018,2,12,avenida,las heras general av.,2,-58.39189441,-34.59176378,peaton,autobus,peaton,F,80
2018-0020,2018,2,22,autopista,autopista presidente héctor j. cámpora,8,-58.45012957,-34.66518343,moto,de_carga,conductor,M,26
2018-0021,2018,2,10,avenida,"alcorta, amancio av.",4,-58.40184094,-34.64546845,peaton,autobus,peaton,F,62
2018-0022,2018,2,0,avenida,"montes de oca, manuel av.",4,-58.37441153,-34.63966783,moto,de_carga,conductor,M,28
2018-0023,2018,2,6,calle,barco centenera del,6,-58.44110156,-34.62082399,moto,auto,conductor,M,28
2018-0024,2018,2,23,avenida,alvarez thomas av.,15,-58.47087351,-34.57827342,peaton,de_carga,peaton,M,70
2018-0025,2018,3,22,avenida,avellaneda av.,7,-58.4596221,-34.6224514,peaton,auto,peaton,M,70
2018-0026,2018,3,4,avenida,"rabanal, francisco, intendente av.",4,-58.41657793,-34.65476216,emergencias,de_carga,conductor,M,24
2018-0026,2018,3,4,avenida,"rabanal, francisco, intendente av.",4,-58.41657793,-34.65476216,emergencias,de_carga,pasajero_acompañante,M,30
2018-0027,2018,3,23,calle,castro,5,-58.41911301,-34.63722107,peaton,moto,peaton,F,74
2018-0028,2018,3,15,avenida,"bilbao, francisco av.",9,-58.47120586,-34.64251042,peaton,de_carga,peaton,M,71
2018-0029,2018,3,18,avenida,nazca av.,11,-58.47418944,-34.62049672,moto,auto,conductor,M,26
2018-0030,2018,3,1,avenida,plaza,15,-58.46720441,-34.57905579,moto,moto,conductor,M,24
2018-0031,2018,3,10,avenida,gaona av.,11,-58.46909362,-34.6177971,moto,de_carga,conductor,M,31
2018-0032,2018,4,13,avenida,cabildo av.,13,-58.44704343,-34.5688864,peaton,autobus,peaton,M,70
2018-0033,2018,4,7,avenida,camarones,10,-58.50535541,-34.62902048,moto,de_carga,conductor,F,42
2018-0034,2018,4,18,avenida,santa fe av.,2,-58.40021675,-34.59522198,peaton,autobus,peaton,M,24
2018-0035,2018,4,16,avenida,rivadavia av.,7,-58.46325991,-34.62919627,peaton,autobus,peaton,F,39
2018-0036,2018,4,23,avenida,san martin av.,15,-58.49471482,-34.59694755,moto,auto,conductor,M,37
2018-0037,2018,4,18,avenida,cordoba av.,2,-58.3987261,-34.59975962,peaton,de_carga,peaton,M,84
2018-0038,2018,4,17,avenida,rivadavia av.,1,-58.38872177,-34.60885045,peaton,auto,peaton,F,59
2018-0038,2018,4,17,avenida,rivadavia av.,1,-58.38872177,-34.60885045,peaton,auto,peaton,M,61
2018-0040,2018,4,11,calle,"freire, ramon, cap. gral.",13,-58.45686132,-34.57305993,peaton,de_carga,peaton,F,24
2018-0041,2018,4,13,avenida,la plata av.,4,-58.42281627,-34.64282424,peaton,autobus,peaton,F,78
2018-0042,2018,4,18,calle,brandsen,4,-58.38666024,-34.63953396,moto,de_carga,pasajero_acompañante,M,23
2018-0043,2018,4,6,avenida,"vilardebo, teodoro",11,-58.49122843,-34.61207587,moto,auto,conductor,M,25
2018-0044,2018,4,9,avenida,alberti,3,-58.40098306,-34.61866627,peaton,auto,peaton,F,50
2018-0045,2018,4,7,avenida,alvarez thomas av.,13,-58.45448963,-34.5791692,auto,de_carga,conductor,M,60
2018-0046,2018,5,3,gral paz,"paz, gral. av.",9,-58.52927982,-34.63931752,peaton,auto,peaton,M,11
2018-0047,2018,5,19,avenida,corrientes av.,15,-58.44759966,-34.5917024,peaton,autobus,peaton,M,82
2018-0048,2018,5,10,avenida,rivadavia av.,7,-58.46411215,-34.62925068,peaton,autobus,peaton,M,57
2018-0049,2018,5,19,calle,quesada,13,-58.4621322,-34.55395823,peaton,auto,peaton,F,40
2018-0050,2018,5,18,avenida,cabildo av.,13,-58.45669422,-34.5620361,peaton,autobus,peaton,F,47
2018-0051,2018,5,21,calle,california,4,-58.3597716,-34.64341878,peaton,auto,peaton,F,57
2018-0052,2018,5,20,avenida,"carril, salvador maria del av.",15,-58.49820145,-34.59070093,peaton,autobus,peaton,M,78
2018-0053,2018,5,2,calle,san luis,3,-58.4105928,-34.5993918,moto,auto,conductor,M,43
2018-0054,2018,5,11,calle,lugones,12,-58.47969138,-34.57121563,peaton,bicicleta,peaton,F,86
2018-0055,2018,5,7,avenida,independencia av.,3,-58.40351561,-34.61883916,moto,auto,conductor,M,21
2018-0056,2018,6,13,avenida,rivadavia av.,9,-58.51973844,-34.63918987,peaton,autobus,peaton,F,69
2018-0057,2018,6,3,calle,combate de los pozos,3,-58.39311376,-34.62163006,moto,autobus,conductor,M,33
2018-0058,2018,6,6,avenida,cordoba av.,15,-58.43531242,-34.59082159,moto,auto,conductor,M,26
2018-0059,2018,6,6,avenida,"garay, juan de av.",5,-58.41178165,-34.63035454,moto,emergencias,conductor,M,54
2018-0060,2018,6,12,avenida,lavalle,1,-58.370488,-34.60189492,peaton,autobus,peaton,M,51
2018-0061,2018,6,11,calle,estados unidos,3,-58.39883882,-34.61964833,moto,moto,conductor,M,51
2018-0062,2018,6,1,calle,rosario,6,-58.44110156,-34.62082399,peaton,de_carga,peaton,M,32
2018-0063,2018,6,21,avenida,"alem, leandro n. av.",1,-58.37093138,-34.59952725,peaton,autobus,peaton,F,28
2018-0064,2018,6,1,avenida,varela av.,7,-58.45855262,-34.63953253,auto,de_carga,conductor,M,30
2018-0065,2018,6,17,calle,"pellegrini, carlos",1,-58.38161909,-34.59283447,moto,de_carga,conductor,M,35
2018-0066,2018,6,11,avenida,corrientes av.,15,-58.45511899,-34.58698157,peaton,autobus,peaton,M,73
2018-0067,2018,6,16,avenida,"montes de oca, manuel av.",4,-58.37724226,-34.62973033,autobus,auto,pasajero_acompañante,F,81
2018-0068,2018,7,9,avenida,carabobo av.,7,-58.45546217,-34.62930339,moto,auto,conductor,M,21
2018-0069,2018,7,21,avenida,cordoba av.,2,-58.39897064,-34.59954925,bicicleta,autobus,ciclista,M,20
2018-0070,2018,7,15,calle,estados unidos,3,-58.40917826,-34.62126274,moto,autobus,conductor,M,33
2018-0071,2018,7,17,avenida,moreno,1,-58.36726348,-34.61099738,moto,de_carga,conductor,M,24
2018-0072,2018,7,13,autopista,autopista dellepiane luis tte. gral.,8,-58.48267426,-34.68454456,moto,de_carga,conductor,M,27
2018-0073,2018,7,15,avenida,"iriarte, gral. av.",4,-58.39546165,-34.65168841,peaton,de_carga,peaton,F,67
2018-0074,2018,7,6,avenida,"alberdi, juan bautista av.",7,-58.46941984,-34.63376545,auto,de_carga,conductor,M,25
2018-0075,2018,7,7,avenida,del libertador av.,14,-58.40367321,-34.58129246,peaton,auto,peaton,M,23
2018-0076,2018,7,9,calle,"chavez, jorge",9,-58.52932872,-34.65014993,auto,de_carga,conductor,M,73
2018-0077,2018,7,23,calle,"urquiza, gral.",3,-58.40917826,-34.62126274,auto,de_carga,conductor,M,58
2018-0078,2018,7,6,calle,paraguay,2,-58.41264127,-34.59473294,peaton,auto,peaton,M,27
2018-0079,2018,7,7,gral paz,de los corrales av.,9,-58.50877521,-34.66977709,peaton,de_carga,peaton,M,24
2018-0080,2018,7,22,avenida,"alberdi, juan bautista av.",9,-58.51232237,-34.6590353,peaton,auto,peaton,M,26
2018-0081,2018,7,6,avenida,castañares av.,7,-58.44744156,-34.64567171,peaton,multiple,peaton,M,35
2018-0082,2018,8,15,avenida,larrazabal,9,-58.49441273,-34.65869968,moto,de_carga,conductor,F,17
2018-0083,2018,8,5,gral paz,"paz, gral. av.",8,-58.47976785,-34.69153196,moto,de_carga,conductor,M,24
2018-0084,2018,8,7,avenida,"moreau de justo, alicia av.",1,-58.36523349,-34.62260331,peaton,de_carga,peaton,M,45
2018-0085,2018,8,18,avenida,entre rios av.,3,-58.39118948,-34.62704273,moto,autobus,pasajero_acompañante,F,22
2018-0085,2018,8,18,avenida,entre rios av.,3,-58.39118948,-34.62704273,moto,autobus,conductor,M,30
2018-0086,2018,8,21,avenida,directorio av.,9,-58.49019551,-34.65015854,peaton,autobus,peaton,M,40
2018-0087,2018,8,19,avenida,pavon av.,5,-58.41644362,-34.63023775,peaton,autobus,peaton,M,75
2018-0088,2018,8,16,gral paz,"paz, gral. av.",12,-58.5007381,-34.5497951,moto,de_carga,conductor,M,24
2018-0089,2018,8,17,avenida,pichincha av.,4,-58.39626094,-34.63036565,peaton,autobus,peaton,M,80
2018-0090,2018,8,10,avenida,27 de febrero av.,8,-58.43284809,-34.67051543,moto,auto,conductor,M,27
2018-0091,2018,8,18,autopista,autopista perito moreno,9,-58.52280139,-34.63659934,auto,auto,pasajero_acompañante,F,23
2018-0092,2018,8,8,avenida,cordoba av.,14,-58.4233693,-34.59774487,moto,auto,conductor,M,23
2018-0093,2018,8,8,calle,15 de noviembre de 1889,1,-58.38691681,-34.63105973,peaton,autobus,peaton,M,24
2018-0094,2018,8,5,calle,"salguero, jeronimo",14,-58.4116902,-34.5857988,moto,autobus,conductor,M,32
2018-0095,2018,8,0,avenida,lacarra av.,9,-58.46739825,-34.65117757,auto,auto,pasajero_acompañante,F,49
2018-0096,2018,8,22,autopista,autopista presidente héctor j. cámpora,8,-58.44483258,-34.67152226,peaton,auto,peaton,M,39
2018-0097,2018,9,10,avenida,varela av.,8,-58.43254025,-34.66128115,auto,emergencias,conductor,F,35
2018-0098,2018,9,5,gral paz,"paz, gral. av.",8,-58.47199387,-34.69640164,auto,auto,conductor,M,55
2018-0098,2018,9,5,gral paz,"paz, gral. av.",8,-58.47199387,-34.69640164,auto,auto,pasajero_acompañante,M,54
2018-0099,2018,9,14,avenida,rivadavia av.,7,-58.46411215,-34.62925068,peaton,autobus,peaton,M,18
2018-0100,2018,9,10,avenida,"rawson de dellepiane, elvira av.",1,-58.36217754,-34.62367156,moto,auto,conductor,F,33
2018-0101,2018,9,0,gral paz,"paz, gral. av.",12,-58.48098594,-34.5407313,auto,multiple,conductor,M,24
2018-0102,2018,9,0,calle,famatina,4,-58.41083404,-34.64640709,moto,auto,conductor,M,20
2018-0103,2018,9,17,avenida,castañares av.,7,-58.44609828,-34.64446729,peaton,moto,peaton,M,1
2018-0104,2018,10,8,autopista,autopista 1 sur presidente arturo frondizi,4,-58.37709334,-34.64035082,moto,moto,conductor,M,22
2018-0105,2018,10,18,avenida,nazca av.,7,-58.46963952,-34.63070603,peaton,autobus,peaton,F,56
2018-0106,2018,10,22,avenida,"figueroa alcorta, pres. av.",13,-58.43674281,-34.55161027,moto,moto,conductor,M,27
2018-0107,2018,10,14,avenida,rivadavia av.,3,-58.4059686,-34.61011987,peaton,autobus,peaton,F,62
2018-0108,2018,10,14,avenida,de los italianos av.,1,-58.36154069,-34.60463618,moto,auto,conductor,M,37
2018-0109,2018,10,22,avenida,tucuman,1,-58.37062179,-34.60066507,peaton,autobus,peaton,M,34
2018-0110,2018,10,3,avenida,corrientes av.,15,-58.43220014,-34.60207186,peaton,moto,peaton,M,60
2018-0111,2018,10,12,autopista,autopista perito moreno,9,-58.46958442,-34.64949724,moto,de_carga,conductor,M,28
2018-0112,2018,10,9,calle,muñecas,15,-58.44671397,-34.59970903,moto,de_carga,conductor,F,28
2018-0113,2018,10,11,calle,"artigas, jose gervasio, gral.",11,-58.47152163,-34.61474911,moto,de_carga,conductor,M,20
2018-0114,2018,10,2,avenida,solis,1,-58.39032921,-34.61807951,moto,auto,conductor,M,23
2018-0115,2018,10,12,calle,"bosch, ventura",9,-58.52887773,-34.64297861,peaton,autobus,peaton,M,42
2018-0116,2018,11,10,gral paz,"paz, gral. av.",8,-58.49371157,-34.67981324,peaton,de_carga,peaton,M,48
2018-0117,2018,11,8,avenida,"peron, eva av.",9,-58.48266599,-34.66012327,moto,moto,conductor,M,30
2018-0118,2018,11,14,avenida,"peron, juan domingo, tte. general",3,-58.40612253,-34.60774301,peaton,moto,peaton,F,80
2018-0120,2018,11,13,avenida,monroe,12,-58.48250732,-34.57208238,peaton,auto,peaton,F,51
2018-0121,2018,11,16,avenida,rivadavia av.,10,-58.49945705,-34.6374328,peaton,autobus,peaton,F,72
2018-0122,2018,11,1,autopista,autopista dellepiane luis tte. gral.,8,-58.47743966,-34.67233407,auto,auto,conductor,M,33
2018-0124,2018,11,19,autopista,autopista perito moreno,9,-58.52144411,-34.63682499,de_carga,de_carga,conductor,M,44
2018-0125,2018,11,21,avenida,saenz av.,4,-58.41650465,-34.65084045,peaton,autobus,peaton,M,29
2018-0126,2018,11,12,gral paz,"paz, gral. av.",9,-58.52994219,-34.64055918,moto,auto,conductor,M,27
2018-0127,2018,11,9,gral paz,"paz, gral. av.",12,-58.50993046,-34.56919739,moto,moto,conductor,M,29
2018-0128,2018,11,4,gral paz,"paz, gral. av.",9,-58.52844623,-34.64592873,auto,autobus,pasajero_acompañante,M,49
2018-0128,2018,11,4,gral paz,"paz, gral. av.",9,-58.52844623,-34.64592873,auto,autobus,pasajero_acompañante,F,39
2018-0129,2018,11,4,avenida,"newbery, jorge av.",15,-58.45021367,-34.58695347,moto,autobus,conductor,M,37
2018-0130,2018,12,3,avenida,gaona av.,10,-58.49022072,-34.62770192,moto,autobus,conductor,M,24
2018-0131,2018,12,19,avenida,"madero, eduardo av.",1,-58.36860866,-34.60106568,moto,de_carga,conductor,M,29
2018-0132,2018,12,8,autopista,autopista arturo illia,2,-58.39490504,-34.57241534,peaton,de_carga,peaton,M,70
2018-0133,2018,12,14,avenida,nazca av.,7,-58.46963952,-34.63070603,peaton,de_carga,peaton,F,60
2018-0134,2018,12,21,avenida,la plata av.,7,-58.42349365,-34.64019887,peaton,moto,peaton,M,56
2018-0135,2018,12,14,avenida,belgrano av.,1,-58.37471802,-34.61265002,peaton,autobus,peaton,M,80
2018-0136,2018,12,15,avenida,rivadavia av.,7,-58.46438789,-34.62913916,peaton,autobus,peaton,F,70
2018-0137,2018,12,20,calle,"alsina, adolfo",1,-58.38481975,-34.61100424,moto,autobus,pasajero_acompañante,M,29
2018-0138,2018,12,9,calle,bermudez,10,-58.50751833,-34.62073702,autobus,autobus,pasajero_acompañante,F,79
2018-0139,2018,12,6,calle,santander,7,-58.44682986,-34.63888084,moto,moto,pasajero_acompañante,M,28
2018-0140,2018,12,8,calle,lanteri julieta,1,-58.3600465,-34.61381341,auto,auto,conductor,M,78
2018-0141,2018,12,17,avenida,maza,5,-58.41509546,-34.62085945,peaton,moto,peaton,M,75
2018-0142,2018,12,13,gral paz,"paz, gral. av.",12,-58.50997604,-34.57251072,de_carga,autobus,pasajero_acompañante,M,32
2018-0143,2018,12,5,avenida,olivera av.,10,-58.48606475,-34.64047818,moto,auto,conductor,M,22
2019-0001,2019,1,8,avenida,"castillo, ramon s., pres. av.",2,-58.38526125,-34.5780581,moto,de_carga,conductor,M,25
2019-0002,2019,1,4,avenida,castañares av.,7,-58.45463662,-34.65082149,auto,de_carga,conductor,M,32
2019-0003,2019,1,8,avenida,san martin av.,15,-58.49121672,-34.59718073,moto,auto,conductor,M,23
2019-0004,2019,1,19,avenida,"peron, eva av.",9,-58.47325712,-34.65284605,auto,autobus,conductor,M,71
2019-0005,2019,1,12,avenida,"justo, juan b. av.",10,-58.52108101,-34.63382309,moto,de_carga,conductor,M,43
2019-0006,2019,1,5,avenida,"obligado rafael, av.costanera",14,-58.41652702,-34.55509606,peaton,auto,peaton,F,12
2019-0007,2019,1,19,calle,"mitre, bartolome",5,-58.42891604,-34.6107166,moto,auto,conductor,M,35
2019-0008,2019,1,22,gral paz,"paz, gral. av.",8,-58.47802293,-34.69156793,moto,multiple,conductor,M,42
2019-0009,2019,1,14,avenida,chacabuco,1,-58.37564821,-34.62200207,moto,auto,conductor,M,34
2019-0010,2019,2,7,avenida,del libertador av.,14,-58.42668489,-34.56961468,peaton,auto,peaton,M,24
2019-0010,2019,2,7,avenida,del libertador av.,14,-58.42668489,-34.56961468,peaton,auto,peaton,M,59
2019-0011,2019,2,1,gral paz,"paz, gral. av.",9,-58.5183993,-34.66252488,peaton,auto,peaton,M,24
2019-0012,2019,2,3,avenida,castañares av.,8,-58.48432691,-34.67665828,moto,auto,conductor,M,31
2019-0013,2019,2,7,calle,salvigny,7,-58.4338383,-34.64457699,peaton,auto,peaton,M,39
2019-0014,2019,2,17,calle,"lamarca, emilio",11,-58.51664939,-34.58657938,moto,objeto fijo,conductor,M,69
2019-0015,2019,2,6,avenida,san martin av.,11,-58.49613012,-34.59703502,auto,objeto fijo,conductor,M,21
2019-0016,2019,2,2,calle,"carrillo, ramon, dr.",4,-58.38313603,-34.63356284,moto,autobus,conductor,M,40
2019-0017,2019,3,7,calle,mexico,3,-58.39914719,-34.61632317,auto,autobus,conductor,M,22
2019-0018,2019,3,23,autopista,"cantilo, int.",13,-58.44927253,-34.54048625,peaton,auto,peaton,F,29
2019-0019,2019,3,12,avenida,del libertador av.,13,-58.45049163,-34.55374003,moto,auto,conductor,M,24
2019-0020,2019,3,21,avenida,chiclana av.,5,-58.41288952,-34.63572989,moto,auto,conductor,M,43
2019-0021,2019,3,22,avenida,boyaca av.,7,-58.45743597,-34.62561234,moto,auto,conductor,M,23
2019-0023,2019,3,8,gral paz,"paz, gral. av.",9,-58.52922765,-34.63637963,auto,objeto fijo,conductor,M,34
2019-0024,2019,3,7,avenida,antartida argentina av.,1,-58.37208118,-34.58541957,moto,de_carga,conductor,M,32
2019-0025,2019,3,13,calle,"mitre, bartolome",5,-58.41458534,-34.60937557,peaton,auto,peaton,M,27
2019-0026,2019,3,7,avenida,"fernandez de la cruz, f., gral. av.",8,-58.47976785,-34.69153196,peaton,autobus,peaton,M,24
2019-0027,2019,3,11,avenida,santa fe av.,2,-58.39990285,-34.59511714,bicicleta,multiple,ciclista,M,37
2019-0028,2019,4,9,avenida,"justo, juan b. av.",11,-58.46051346,-34.60588536,peaton,autobus,peaton,F,24
2019-0029,2019,4,10,avenida,"fernandez de la cruz, f., gral. av.",8,-58.47976785,-34.69153196,moto,objeto fijo,conductor,M,27
2019-0030,2019,4,16,calle,"alvarez, donato, tte. gral.",7,-58.45457546,-34.62447891,moto,de_carga,conductor,M,25
2019-0031,2019,4,19,avenida,cordoba av.,1,-58.36951669,-34.59832047,bicicleta,de_carga,ciclista,M,20
2019-0032,2019,4,11,avenida,camarones,11,-58.46415322,-34.6044379,peaton,auto,peaton,F,83
2019-0034,2019,4,9,avenida,"moreno, perito av.",7,-58.45537373,-34.65093074,moto,objeto fijo,conductor,M,24
2019-0035,2019,4,14,calle,suipacha,1,-58.37942637,-34.60053054,peaton,bicicleta,peaton,F,75
2019-0036,2019,4,22,calle,riglos,6,-58.4368044,-34.62147504,moto,auto,conductor,M,34
2019-0037,2019,5,23,avenida,la rioja,3,-58.40778291,-34.61971907,moto,auto,conductor,M,17
2019-0038,2019,5,14,avenida,"udaondo, guillermo av.",13,-58.45212523,-34.54628513,peaton,moto,peaton,F,42
2019-0039,2019,5,3,avenida,san pedrito av.,7,-58.46749188,-34.63551751,moto,auto,conductor,M,28
2019-0041,2019,5,20,avenida,"alberdi, juan bautista av.",9,-58.51140289,-34.65846419,auto,multiple,pasajero_acompañante,F,78
2019-0042,2019,5,15,calle,lima,1,-58.38211431,-34.62465368,peaton,autobus,peaton,M,39
2019-0043,2019,5,9,avenida,cordoba av.,1,-58.36951669,-34.59832047,bicicleta,de_carga,ciclista,F,24
2019-0044,2019,5,12,avenida,boedo av.,5,-58.41635217,-34.62036547,peaton,moto,peaton,F,77
2019-0045,2019,6,7,avenida,del libertador av.,14,-58.41316147,-34.57579669,moto,de_carga,conductor,M,33
2019-0046,2019,6,9,gral paz,"paz, gral. av.",13,-58.47617802,-34.53825652,moto,auto,pasajero_acompañante,F,26
2019-0047,2019,6,10,avenida,caseros av.,4,-58.38641783,-34.63330028,peaton,de_carga,peaton,M,76
2019-0048,2019,6,7,avenida,avellaneda av.,6,-58.45322169,-34.62038137,moto,de_carga,conductor,M,32
2019-0049,2019,6,9,calle,ciudad de la paz,13,-58.45849057,-34.56166498,peaton,de_carga,peaton,F,72
2019-0050,2019,6,23,avenida,"salguero, jeronimo",14,-58.41829559,-34.59411677,moto,de_carga,conductor,M,21
2019-0051,2019,6,10,calle,"filiberto, juan de dios",4,-58.36376488,-34.63832093,moto,auto,conductor,M,41
2019-0053,2019,6,17,avenida,asturias av.,8,-58.46442668,-34.66004784,auto,auto,pasajero_acompañante,M,49
2019-0054,2019,6,3,calle,gandara,15,-58.48222035,-34.58428769,moto,objeto fijo,conductor,M,21
2019-0055,2019,6,19,avenida,"guevara, trinidad",1,-58.36819005,-34.60283208,moto,autobus,conductor,M,47
2019-0056,2019,6,17,avenida,boyaca av.,7,-58.45877601,-34.62330939,peaton,auto,peaton,F,75
2019-0057,2019,7,19,calle,artilleros,13,-58.44196498,-34.55760517,peaton,auto,peaton,F,63
2019-0058,2019,7,9,autopista,autopista perito moreno,10,-58.50622631,-34.63627822,moto,autobus,conductor,M,39
2019-0059,2019,7,22,calle,15 de noviembre de 1889,1,-58.3841088,-34.63099197,moto,autobus,conductor,M,30
2019-0060,2019,7,11,avenida,"acosta, mariano av.",10,-58.48100602,-34.63504312,peaton,auto,peaton,F,78
2019-0061,2019,7,18,calle,11 de septiembre de 1888,13,-58.45200171,-34.5578132,peaton,autobus,peaton,F,58
2019-0062,2019,8,23,avenida,"pino, virrey del",13,-58.44462132,-34.56201105,peaton,autobus,peaton,F,60
2019-0063,2019,8,1,avenida,forest av.,15,-58.45220688,-34.58711712,moto,autobus,pasajero_acompañante,M,24
2019-0064,2019,8,3,avenida,boyaca av.,7,-58.4596221,-34.6224514,moto,auto,conductor,M,20
